Kuerzel	Name	Beschreibung	Dauer	Kosten	Ziel	Zeit	Ziel	Probe1	Probe2	Probe3
SPELL_240	Attributo (Konstitution)	Durch den Zauber wird das Ziel unermüdlich und widerstandsfähig. Für jede QS bekommt der Verzauberte einen Bonus. Die Boni sind kumulativ, das heißt, bei QS 3 hat der Träger insgesamt KO +2 und ZK +1.	8 Aktionen	8 AsP (Aktivierung des Zaubers) + 4 AsP pro 10 Minuten	Berührung	aufrechterhaltend	Kulturschaffende	KL	IN	KO
SPELL_241	Avilea	Alle innerhalb von 1 Meile befindlichen Vögel der Größenkategorie winzig werden vom Zauberer angezogen und bewegen sich in seine Richtung. Betroffen sind davon nur solche Wesen, die KL (t) stattKL verwenden und deren SK die QS nicht überschreitet. Zudem verlieren die Wesen nicht ihren Selbsterhaltungstrieb, werden sich also beispielsweise nicht durch Feuer bewegen, das den Pfad zum Zauberer versperrt. Sobald sie beim Zauberer angekommen sind, verbleiben sie in seiner unmittelbaren Nähe und folgen ihm, falls er sich fortbewegt. Der Zauber erlaubt dabei keinerlei Kontrolle über die herbeigeeilten Wesen, es ist also gut möglich, dass sie ihn oder auch die anderen eingetroffenen Wesen angreifen.	8 Aktionen	16 AsP	selbst	QS x 3 Stunden	Zone (50 Schritt mit dem Zauberer als beweglichen Mittelpunkt)	MU	IN	CH
SPELL_242	Basaltleib	Die Haut des Zauberers überzieht sich mit einer steinernen Schicht, die ihm einen zusätzlichen RS in Höhe von 2 verleiht. Solange die Wirkung des Zaubers andauert, kann der Held nicht den Status *Liegend* erleiden.	8 Aktionen	8 AsP	selbst	QS Minuten	Lebewesen	MU	KL	KK
SPELL_243	Brandungsleib	Die Haut des Zauberers wird von einer wässrigen Schicht überzogen, die ihm einen RS von 1 verleiht. Der Zauberer kann weder den Status *Brennend* noch Stufen des Zustands *Betäubung* erleiden. Sollte dieser Status/Zustand vor dem Wirken des Zaubers bestehen, endet *Brennend/Betäubung*.	8 Aktionen	8 AsP	selbst	QS Minuten	Lebewesen	MU	IN	GE
SPELL_244	Brennender Hass	Das Ziel wird von Hass auf eine vom Zauberer bestimmte Sache erfüllt, beispielswiese ein Wesen, eine Gruppierung oder ein Konzept. Es wird alles tun, um die Sache aus der Welt zu schaffen, was auch einen bewaffneten Angriff einschließen kann. Dabei wird es jedoch nicht in einen blinden Kampfrausch verfallen, sondern so mit seiner Umwelt interagieren, als würde es über natürliche Hassgefühle verfügen. Der Hass kann sich nicht gegen das Ziel selbst richten und auch nicht gegen etwas, das für das Ziel von großem emotionalem Wert ist.	8 Aktionen	16 AsP	4 Schritt	QS Minuten	Kulturschaffende	MU	IN	CH
SPELL_245	Dämonisches Vergessen	Für das Opfer des Zaubers sind alle geistigen Handlungen um QS/2 erschwert (beispielsweise Gesellschafts- und Wissenstalente). Auch Zauber und Liturgien sind davon betroffen, nicht jedoch Kampfwerte. Der Zaubernde hat nach dem Wirken des Zaubers QS Kampfrunden Zeit, um sein Ziel zu berühren, damit der Spruch seine Wirkung entfalten kann. Ansonsten verpufft der Zauberspruch wirkungslos. Will ein Ziel nicht berührt werden, ist eine gelungene, nicht verteidigte Raufen-AT +2 oder eine AT +2 mit dem (minderen) Traditionsartefakt notwendig.	4 Aktionen	8 AsP	Berührung	QS x 3 Minuten	Kulturschaffende	MU	KL	IN
SPELL_246	Drachenleib	Die Haut des Zauberers überzieht sich mit einer verkohlten Schicht, die ihm einen RS von 1 verleiht (kombinierbar mit Rüstungen). Der Zauberer kann keine Stufen des Zustands *Schmerz* erleiden. Sollte dieser Zustand vor dem Wirken des Zaubers bestehen, endet *Schmerz*.	8 Aktionen	8 AsP	selbst	QS Minuten	Lebewesen	MU	KL	GE
SPELL_247	Eichenleib	Die Haut des Zauberers überzieht sich mit einer borkigen Schicht, die ihm einen zusätzlichen RS in Höhe von 1 verleiht (kombinierbar mit Rüstungen). Der Zauberer kann nicht den Status *Liegend* und keine Stufen des Zustands *Paralyse* erleiden. Sollte dieser Zustand vor dem Wirken des Zaubers bestehen, endet *Liegend/Paralyse*.	8 Aktionen	8 AsP	selbst	QS Minuten	Lebewesen	MU	KL	KK
SPELL_248	Eigene Ängste	Alle Fertigkeitsproben, bei denen mindestens einmal auf Mut gewürfelt wird, sind um die QS/2 erschwert.	4 Aktionen	8 AsP	Berührung	15 Minuten	Lebewesen	MU	IN	CH
SPELL_249	Eigene Dummheit	Alle Fertigkeitsproben, bei denen mindestens einmal auf Klugheit gewürfelt wird, sind um die QS/2 erschwert.	4 Aktionen	8 AsP	Berührung	15 Minuten	Lebewesen	MU	IN	CH
SPELL_250	Eispfeil	Der Pfeil eines Bogens oder der Bolzen einer Armbrust wird mit elementarer Kraft gestärkt. Trifft er einen Gegner, erhält dieser während der Wirkungsdauer 1 Stufe des Zustands *Paralyse*. Zudem zählt der Pfeil als magische Waffe. Die magische Wirkung entlädt sich bei einem Treffer diceAmountblicklich, sodass das Geschoss die Wirkung nicht mehrfach anrichten kann. Die Zustandsstufe hält auch nach dem Ende der Wirkungsdauer an.	2 Aktionen	2 AsP	Berührung	QS x 2 Kampfrunden	Objekte	IN	CH	FF
SPELL_251	Erzpfeil	Der Pfeil eines Bogens oder der Bolzen einer Armbrust wird mit elementarer Kraft gestärkt. Trifft er einen Gegner, erhält dieser während der Wirkungsdauer 1 Stufe des Zustands *Belastung*. Zudem zählt der Pfeil als magische Waffe. Die magische Wirkung entlädt sich bei einem Treffer diceAmountblicklich, sodass das Geschoss die Wirkung nicht mehrfach anrichten kann. Die Zustandsstufe endet nach der Wirkungsdauer.	2 Aktionen	2 AsP	Berührung	QS x 2 Kampfrunden	Objekte	IN	CH	FF
SPELL_252	Eulenruf	Die Hexe ruft mit diesem Zauberspruch bis zu QS x 2 Eulen herbei, die für sie kämpfen. Es erscheinen maximal so viele Eulen, wie die Anzahl der Gegner der Hexe beträgt. Die Hexe muss einen Punkt in der Luft innerhalb der Reichweite bestimmen, an dem die Tiere dann in einem Radius von QS/2 Schritt erscheinen. Die Hexe kann gezielt Gegner benennen, welche dann von den Eulen angegriffen wurden. Sie kann jedoch nicht mehrere Tiere auf einen Gegner hetzen. Stirbt ein Gegner, verschwindet die gerufene Eule wieder im Nichts. Nach ihrem Erscheinen können die Eulen sich beliebig weit vom Ort ihrer Herbeirufung wegbewegen. Die Eulen sind magische Wesen, die aus Magie erschaffen wurden. Endet die Wirkungsdauer, verschwinden die Eulen wieder im Nichts.	4 Aktionen	16 AsP	8 Schritt	bis zum Tod der Tiere, maximal jedoch 20 KR	Zone	MU	CH	CH
SPELL_253	Federleib	Die Haut des Zauberers wird von zahlreichen Wirbeln umspielt, die Unheil von ihm fernhalten. Der Zauberer kann keine Stufen der Zustände *Betäubung*, *Paralyse* und *Verwirrung* erleiden. Sollten diese Zustände vor dem Wirken des Zaubers bestehen, enden *Betäubung/Paralyse/Verwirrung*.	8 Aktionen	8 AsP	selbst	QS Minuten	Lebewesen	MU	IN	GE
SPELL_254	Feenstaub	Es manifestiert sich eine Handvoll einer zufälligen, feeischen Essenz. Es handelt sich um einfache Manifestationen wie Feenstaub, Dunst oder silberne Flüssigkeit. Zauberer erlernen diesen Zauberspruch früh in ihrer Ausbildung, um die Grundzüge der Herbeirufung von Feen zu erlernen (insgesamt erscheint etwa eine Menge von 0,05 l pro QS).	4 Aktionen	4 AsP	1 Schritt	sofort	Objekt	MU	KL	CH
SPELL_255	Feuerpfeil	Der Pfeil eines Bogens oder der Bolzen einer Armbrust wird mit elementarer Kraft gestärkt. Trifft er ein entflammbares Ziel, wird dieses angezündet. Handelt es sich dabei um Kleidung, erhält der Träger den Status *Brennend* auf kleiner Fläche. Zudem zählt der Pfeil als magische Waffe. Die magische Wirkung entlädt sich bei einem Treffer diceAmountblicklich, sodass das Geschoss die Wirkung nicht mehrfach anrichten kann. Der Status hält auch nach dem Ende der Wirkungsdauer an.	2 Aktionen	2 AsP	Berührung	QS x 2 Kampfrunden	Objekte	IN	CH	FF
SPELL_256	Firnlauf	Dem Zauberer ist eine problemlose Überquerung von Oberflächen des Elements Eis möglich, seien es Schneefelder oder hauchdünn gefrorene Wasserflächen. Seine GS wird durch die Beschaffenheit des Untergrunds nicht vermindert, zudem wird er weder einsinken noch einbrechen noch ausrutschen. Ebenso wenig erleidet er Schaden durch Kälte oder natürliches Eis.	16 Aktionen	8 AsP	selbst	QS x 3 Minuten	Kulturschaffende	MU	KL	GE
SPELL_257	Flammenwand	Der Spruch erschafft eine Wand aus Feuer. Der Zauberer muss einen Mittelpunkt auf festem Grund und innerhalb der Reichweite benennen, von dem aus sich die Wand geradlinig mit einer Länge von QS x 2 Schritt ausbreitet. Den exakten Verlauf durch den Mittelpunkt kann der Zauberer festlegen. Die Höhe der Barriere beträgt 3 Schritt, die Tiefe 1 Schritt. Man kann sie nur aufgerichtet platzieren, nicht flach hinlegen oder schräg stellen. Enge Räumlichkeiten können die Ausbreitung der Wand einschränken. Eine Zerstörung der Wand ist nicht möglich, da sich entstehende Lücken auf der Stelle schließen. Die Durchquerung der Wand erfordert eine gelungene Probe auf *Willenskraft (Bedrohungen standhalten)*, die um 2 erschwert ist. Dabei wird der Durchquerende von Flammen versengt, sodass jeder gelungene wie misslungene Versuch 2W6 SP verursacht und entflammbare Ziele zudem bei 1-3 auf 1W6 den Status *Brennend* erhalten. Der Mittelpunkt kann auf einem Schiff oder einem ähnlich großen Objekt platziert werden, sodass sich die Wand einerseits damit fortbewegt, andererseits aber auch das Objekt dem Feuer ausgesetzt wird.	4 Aktionen	16 AsP	8 Schritt	30 Kampfrunden	Zone	MU	KL	CH
SPELL_258	Fledermausruf	Die Hexe ruft mit diesem Zauberspruch bis zu QS x 5 Fledermäuse herbei, die für sie kämpfen. Die Fledermäuse bilden maximal so viele Schwärme, wie es Gegner gibt. Die genaue Anzahl der Schwärme kann die Hexe bestimmen. Die Hexe muss einen Punkt in der Luft innerhalb der Reichweite bestimmen, an dem die Tiere dann in einem Radius von QS/2 Schritt erscheinen. Die Hexe kann gezielt Gegner benennen, welche die Schwärme dann angreifen. Sie kann jedoch nicht mehrere Schwärme auf einen Gegner hetzen. Stirbt ein Gegner, verschwindet der Schwarm wieder im Nichts. Nach ihrem Erscheinen können die Fledermäuse sich beliebig weit vom Ort ihrer Herbeirufung wegbewegen. Die Fledermäuse sind magische Wesen, die aus Magie erschaffen wurden. Endet die Wirkungsdauer, verschwinden die Fledermäuse wieder im Nichts.	4 Aktionen	16 AsP	8 Schritt	bis zum Tod der Tiere, maximal jedoch 20 KR	Zone	MU	CH	CH
SPELL_259	Frostleib	Die Haut des Zauberers überzieht sich mit einer frostigen Schicht, die einen RS von 1 verleiht (kombinierbar mit Rüstungen). Der Zauberer kann nicht den Status *Brennend* und keine Stufen des Zustands *Paralyse* erleiden. Sollte dieser Status/Zustand vor dem Wirken des Zaubers bestehen, endet *Brennend/Paralyse*.	8 Aktionen	8 AsP	selbst	aufrechterhaltend	Lebewesen	MU	KL	GE
SPELL_260	Geisteressenz	Es manifestiert sich eine Handvoll einer zufälligen, geisterhaften Essenz. Dabei handelt es sich um einfache Manifestationen wie halbdurchscheinende Spinnweben, Schattenflecken oder einen kalten Hauch. Zauberer erlernen diesen Zauberspruch früh in ihrer Ausbildung, um die Grundzüge der Herbeirufung von Geistern zu erlernen (insgesamt erscheint etwa eine Menge von 0,05 l pro QS).	4 Aktionen	4 AsP	1 Schritt	sofort	Objekt	MU	KL	CH
SPELL_261	Gifthaut	Die Haut der Hexe überzieht sich mit einer leicht öligen, giftigen Schicht. Die Schicht ist ein Kontaktgift, das die Hexe beispielsweise über eine Berührung oder eine gelungene und nicht abgewehrte Raufen- AT übertragen kann. Das Gift lässt sich ansonsten nicht von der Haut lösen oder abkratzen. Im Kampf muss mindestens 1 SP durch Raufen angerichtet werden, bevor eine Giftprobe gewürfelt werden darf.	2 Aktionen	8 AsP	selbst	QS x 3 Kampfrunden	Kulturschaffende	MU	IN	KO
SPELL_262	Glutlauf	Dem Zauberer ist eine problemlose Überquerung von Oberflächen des Elements Feuer möglich, seien es Lavafelder oder glühende Kohlen. Seine GS wird durch die Beschaffenheit des Untergrunds nicht vermindert, zudem wird er weder einsinken noch einbrechen noch ausrutschen. Ebenso erleidet er keinen Schaden durch Hitze oder natürliche Flammen.	16 Aktionen	8 AsP	selbst	QS x 3 Minuten	Kulturschaffende	MU	KL	GE
SPELL_263	Hexenspeichel	Der Verzauberte erhält pro KR 1 LeP zurück. Der Zauber kann nur einmal innerhalb von 24 Stunden auf das gleiche Ziel gewirkt werden.<br>	2 Aktionen	4 AsP	Berührung	QS Kampfrunden	Kulturschaffende	IN	CH	FF
SPELL_264	Hilfreiche Pfote	Der Zauberer wählt eine Säugetierart aus und konzentriert sich beim Zaubern auf diese. Das Tier darf maximal die Größenkategorie klein aufweisen. Ist innerhalb der Reichweite des Zaubers ein solches Tier anwesend, bewegt es sich zum Zauberer. Sind mehrere Tiere dieser Art anwesend, so wählt der Meister zufällig eines davon aus. Ist kein solches Tier vorhanden, misslingt der Zauber automatisch.<br>	16 Aktionen	8 AsP	64 Schritt	QS x 10 Minuten	Tiere (Säugetiere)	MU	IN	CH
SPELL_265	Hilfreiche Schwinge	Der Zauberer wählt eine Vogelart aus und konzentriert sich beim Zaubern auf diese. Das Tier darf maximal die Größenkategorie klein aufweisen. Ist innerhalb der Reichweite des Zaubers ein solches Tier anwesend, bewegt es sich zum Zauberer. Sind mehrere Tiere dieser Art anwesend, so wählt der Meister zufällig eines davon aus. Ist kein solches Tier vorhanden, misslingt der Zauber automatisch.<br>	16 Aktionen	8 AsP	64 Schritt	QS x 10 Minuten	Tiere (Vögel)	MU	IN	CH
SPELL_266	Hilfreiche Tatze	Der Zauberer wählt eine Säugetierart aus und konzentriert sich beim Zaubern auf diese. Das Tier darf maximal die Größenkategorie klein aufweisen. Ist innerhalb der Reichweite des Zaubers ein solches Tier anwesend, bewegt es sich zum Zauberer. Sind mehrere Tiere dieser Art anwesend, so wählt der Meister zufälligeines davon aus. Ist kein solches Tier vorhanden, misslingt der Zauber automatisch.<br>	16 Aktionen	16 AsP	64 Schritt	QS x 10 Minuten	Tiere (Säugetiere)	MU	IN	CH
SPELL_267	Himmelslauf	Dem Zauberer ist eine problemlose Überquerung von Luft möglich, um beispielsweise einen Abgrund zu überwinden. Er kann dafür seine normale GS verwenden, sich jedoch lediglich auf einer waagerechten Ebene bewegen.	16 Aktionen	8 AsP	selbst	QS x 3 Minuten	Kulturschaffende	MU	KL	GE
SPELL_268	Hornissenruf	Die Hexe ruft mit diesem Zauberspruch bis zu QS x 5 Hornissen herbei, die für sie kämpfen. Die Hornissen bilden maximal so viele Schwärme, wie es Gegner gibt. Die genaue Anzahl der Schwärme kann die Hexe bestimmen. Die Hexe muss einen Punkt in der Luft innerhalb der Reichweite bestimmen, an dem die Tiere dann in einem Radius von QS/2 Schritt erscheinen. Stirbt ein Gegner, verschwindet der Schwarm wieder im Nichts. Nach ihrem Erscheinen können die Hornissen sich beliebig weit vom Ort ihrer Herbeirufung wegbewegen. Die Hornissen sind magische Wesen, die aus Magie erschaffen wurden. Endet die Wirkungsdauer, verschwinden die Hornissenschwärme wieder im Nichts.	4 Aktionen	16 AsP	8 Schritt	bis zum Tod der Tiere, maximal jedoch 20 KR	Zone	MU	CH	CH
SPELL_269	Humuspfeil	Der Pfeil eines Bogens oder der Bolzen einer Armbrust wird mit elementarer Kraft gestärkt. Trifft er ein Wesen, das maximal der Größenkategorie mittel zuzuordnen ist, wird es von Ranken umschlungen und erhält während der Wirkungsdauer den Status *Fixiert*. Um sich daraus zu befreien, muss es 1 Aktion aufwenden und eine um die QS erschwerte Probe auf *Körperbeherrschung (Entwinden)* bestehen. Zudem zählt der Pfeil als magische Waffe.<br>	2 Aktionen	2 AsP	Berührung	QS x 2 Kampfrunden	Objekte	IN	CH	FF
SPELL_270	Katzenruf	Die Hexe ruft mit diesem Zauberspruch bis zu QS x 2 Katzen herbei, die für sie kämpfen. Es erscheinen maximal so viele Katzen, wie die Anzahl der Gegner der Hexe beträgt. Die Hexe muss einen Punkt am Boden innerhalb der Reichweite bestimmen, an dem die Tiere dann in einem Radius von QS/2 Schritt erscheinen. Die Hexe kann gezielt Gegner benennen, welche von den Katzen angegriffen werden. Sie kann beliebig viele Tiere auf einen Gegner hetzen. Nach ihrem Erscheinen können die Katzen sich beliebig weit vom Ort ihrer Herbeirufung wegbewegen. Wenn ein Gegner stirbt, verschwinden die Katzen nicht, sondern können einzeln einem anderen Ziel zugeordnet werden. Die Katzen sind magische Wesen, die aus Magie erschaffen wurden. Endet die Wirkungsdauer, verschwinden die Katzen wieder im Nichts.	4 Aktionen	16 AsP	8 Schritt	bis zum Tod der Tiere, maximal jedoch 20 KR	Zone	MU	CH	CH
SPELL_271	Krabbelnder Schrecken	Haut und Kleidung des Ziels werden von unzähligen Kleintieren bedeckt. Werden sie abgeschüttelt oder anderweitig entfernt, erscheinen sofort neue Exemplare. Alle Proben sind um QS/2 erschwert. Am Anfang jeder KR muss eine Probe auf *Selbstbeherrschung (Störungen ignorieren)* erschwert um 2 abgelegt werden. Bei Misslingen erleidet das Opfer eine 1 Stufe Furcht. Die Furcht ist kumulativ, das Opfer kann also über mehrere KR und misslungene Proben immer mehr Furchtstufen erhalten.	2 Aktionen	16 AsP	4 Schritt	10 Kampfrunden	Lebewesen	MU	CH	FF
SPELL_272	Krähenruf	Die Hexe ruft mit diesem Zauberspruch bis zu QS x 3 Krähen herbei, die für sie kämpfen (ungeachtet dessen, wie viele Gegner die Hexe bedrohen). Die Hexe muss einen Punkt in der Luft innerhalb der Reichweite bestimmen, an dem die Tiere dann in einem Radius von QS/2 Schritt erscheinen. Die Krähen verteilen sich gleichmäßig auf alle Gegner.<br>	4 Aktionen	16 AsP	8 Schritt	bis zum Tod der Tiere, maximal jedoch 20 KR	Zone	MU	CH	CH
SPELL_273	Kraft des Tieres	Durch diesen Zauberspruch erlangt die Hexe für einen kurzen Zeitraum große Kräfte. Der FW im Talent *Kraftakt* erhöht sich um die QS. Maximal können bei einer solchen Probe aber nur 18 FP erzielt werden.	2 Aktionen	4 AsP	selbst	5 Kampfrunden	Kulturschaffende	MU	IN	KO
SPELL_274	Kulminatio	Aus den Augen des Zauberers schießt ein greller Blitz in Richtung des Ziels. Der Magier muss keine zusätzliche Aktion aufwenden, um nach dem Wirken des Zaubers zu treffen. Das Treffen ist in der Zauberdauer inbegriffen. Das getroffene Ziel erleidet 2W6+(QS x 2) Trefferpunkte Schaden. Der Blitz zählt als einzelner Fernkampfangriff mit einer Schusswaffe, der entsprechend verteidigt werden kann. An Schilden erzeugt er Strukturschaden, wenn er diese trifft. Der Blitz trifft automatisch, wenn man sich nicht verteidigt. Trifft der Blitz sein Ziel, werden die TP durch den RS des Ziels vermindert. Gegner mit Metallrüstungen oder zu viel Metall am Körper (Meisterentscheid), erleiden zusätzlich 1W3 SP.	2 Aktionen	8 AsP	16 Schritt	sofort	alle	MU	IN	KO
SPELL_275	Levthans Feuer	Das Ziel entbrennt in leidenschaftlicher Zuneigung zum Zauberer und wird sich diesem auf Wunsch hingeben. Betroffen sind nur solche Ziele, die prinzipiell an Spezies und Geschlecht des Zauberers interessiert sind, was auch streng asketisch lebende Personen ausschließt. Das Ziel des Zaubers bekommt eine Erschwernis in Höhe der QS für Proben auf *Willenskraft (Betören widerstehen)* gegenüber der Hexe.	2 Aktionen	8 AsP	Berührung	QS Stunden	Kulturschaffende	MU	IN	CH
SPELL_276	Luftpfeil	Der Pfeil eines Bogens oder der Bolzen einer Armbrust wird mit elementarer Kraft gestärkt. Trifft er einen Gegner, erhält dieser während der Wirkungsdauer 1 Stufe des Zustands *Verwirrung*. Zudem zählt der Pfeil als magische Waffe. Innerhalb der Wirkungsdauer muss das Geschoss ein Ziel getroffen haben. Die magische Wirkung entlädt sich bei einem Treffer diceAmountblicklich, sodass das Geschoss die Wirkung nicht mehrfach anrichten kann. Die Zustandsstufe hält auch nach dem Ende der Wirkungsdauer an.	2 Aktionen	2 AsP	Berührung	QS x 2 Kampfrunden	Objekte	IN	CH	FF
SPELL_277	Mal der Erschöpfung	Alle Fertigkeitsproben, bei denen mindestens einmal auf Konstitution gewürfelt wird, sind um die QS/2 erschwert.	4 Aktionen	8 AsP	Berührung	15 Minuten	Lebewesen	MU	IN	CH
SPELL_278	Mal der Schwäche	Alle Fertigkeitsproben, bei denen mindestens einmal auf Körperkraft gewürfelt wird, sind um die QS/2 erschwert.	4 Aktionen	8 AsP	Berührung	15 Minuten	Lebewesen	MU	IN	CH
SPELL_279	Objectovoco	Der Gegenstand muss auf QS Fragen wahrheitsgemäß antworten. Die Fragen müssen mit Ja oder Nein zu beantworten sein. Auf andere Fragen kann der Gegenstand schweigen. Die Wahrnehmung von Gegenständen ist begrenzt, ebenso deren Intelligenz. Sie nehmen nur wahr, was in einer Reichweite von ca. 3 Schritt um sie herum geschieht. Ein einfaches Objekt wie ein Stein ist zudem nicht so klug wie ein komplexer Gegenstand, etwa eine Uhr.	4 Aktionen	4 AsP	Berührung	sofort	Objekte	KL	IN	CH
SPELL_280	Pandaemonium	Um einen Punkt innerhalb der Reichweite breitet sich eine Zone mit einem Radius von QS x 2 Schritt aus. In dieser schießen dämonische Klauen, Mäuler oder Tentakel aus dem Boden hervor, die alles innerhalb des Wirkungsbereichs angreifen. Jedes Wesen innerhalb dieser Zone sieht sich potenziellen Angriffen der dämonischen Erscheinungen ausgesetzt und erleidet einen Abzug von 2 auf seine GS, wobei diese nicht unter 1 fallen kann.<br>	8 Aktionen	32 AsP	16 Schritt	QS x 2 Kampfrunden	Zone	MU	CH	KK
SPELL_281	Pestodem	Die Zauberin stößt eine Übelkeit erregende Wolke stinkenden Gases aus. Alle Lebewesen in einer Zone von 4 Schritt Radius erleiden dadurch 1 Stufe des Zustands *Betäubung*, solange ihre ZK nicht größer ist als QS/2. Die Zauberin selbst ist nicht davon betroffen. Man kann keine weiteren Betäubungsstufen durch weitere Pestodems erleiden, solange die *Betäubung* aus dem letzten Pestodem noch wirkt.	4 Aktionen	16 AsP	selbst	sofort	Lebewesen	MU	IN	KO
SPELL_282	Reptilea	Alle innerhalb von 1 Meile befindlichen Reptilien und Amphibien der Größenkategorie winzig werden vom Zauberer angezogen und bewegen sich in seine Richtung. Betroffen sind davon nur solche Wesen, die KL (t) statt KL verwenden und deren SK die QS nicht überschreitet. Zudem verlieren die Wesen nicht ihren Selbsterhaltungstrieb, werden sich also beispielsweise nicht durch Feuer bewegen, das den Pfad zum Zauberer versperrt. Sobald sie beim Zauberer angekommen sind, verbleiben sie in seiner unmittelbaren Nähe und folgen ihm, falls er sich fortbewegt. Der Zauber erlaubt dabei keinerlei Kontrolle über die herbeigeeilten Wesen, es ist also gut möglich, dass sie ihn oder auch die anderen eingetroffenen Wesen angreifen.	8 Aktionen	16 AsP	selbst	QS x 3 Stunden	Zone (50 Schritt mit dem Zauberer als beweglichen Mittelpunkt)	MU	IN	CH
SPELL_283	Sanfter Fall	Fällt der Zauberer während der Wirkungsdauer und erleidet Sturzschaden (siehe **Regelwerk** Seite **340**), gilt die Fallhöhe als um QS x 2 Schritt gesenkt.	1 Aktion	4 AsP	selbst	QS Minuten	Lebewesen	MU	IN	GE
SPELL_284	Schlechte Ausstrahlung	Alle Fertigkeitsproben, bei denen mindestens einmal auf Charisma gewürfelt wird, sind um die QS/2 erschwert.	4 Aktionen	8 AsP	Berührung	15 Minuten	Lebewesen	MU	IN	CH
SPELL_285	Schleier der Unwissenheit	Durch diesen Zauber kann die Hexe sich selbst vor Hellsichtzauberei schützen, insbesondere jene Aktivitäten, die sie als Zauberin entlarven würden. Die QS von Zaubern mit dem Merkmal Hellsicht wird um QS/2 des Schleiers gesenkt. Bei einer Netto-QS von 0 wirkt der Zauber zwar, aber der Zauberer, der die Hexe untersucht hat, erhält vom Spielleiter passende falsche Informationen. Gegen Zauber, die die Hexe direkt als Zauberin enttarnen können (<span class=name--spell>Odem Arcanum</span>, <span class=name--spell>Analys Arkanstruktur</span>), wirkt der Schleier der Unwissenheit sogar mit den vollen QS.	4 Aktionen	4 AsP	selbst	QS x 10 Minuten	Kulturschaffende	MU	IN	CH
SPELL_286	Seelentier erkennen	Die Hexe kann das Seelentier des Ziels erkennen und daraus gewisse Rückschlüsse auf dessen Persönlichkeit erlangen. Proben auf *Bekehren & Überzeugen* und *Menschenkenntnis* sind um QS/2 gegenüber dem Ziel erleichtert. Die Erleichterung baut sich mit 1 Punkt pro 24 Stunden nach dem Ende der Wirkungsdauer wieder ab.<br>	4 Aktionen	8 AsP	4 Schritt	24 Stunden	Kulturschaffende	MU	IN	CH
SPELL_287	Seidenzunge	Das Ziel wird dem Zauberer gegenüber äußerst leichtgläubig, was bedeutet, dass Proben auf *Willenskraft (Überreden widerstehen)* um QS/2 erschwert sind.	2 Aktionen	8 AsP	4 Schritt	5 Minuten	Kulturschaffende	KL	IN	CH
SPELL_288	Serpentialis	Die Arme der Hexe verwandeln sich in Giftschlangen gleicher Länge, mit denen sie ihre Gegner attackieren kann. Dabei verwendet sie ihre Werte in der Kampftechnik Raufen, jedoch sind ihre Angriffe mit einer Giftwirkung versehen. Der normale Schaden der Schlangenarme ist genauso hoch wie der einer gewöhnlichen Raufen-AT der Hexe. Während der Wirkungsdauer ist es der Hexe nicht möglich, Waffen zu führen oder andere Aktionen zu vollziehen, die Hände erfordern. Die Schlangenarme verfügen über eine Reichweite von mittel (statt dem üblichen kurz beim Raufen).	2 Aktionen	8 AsP (Aktivierung des Zaubers) + 4 AsP pro 5 KR	selbst	aufrechterhaltend	Kulturschaffende	MU	CH	GE
SPELL_289	Spinnenruf	Die Hexe ruft mit diesem Zauberspruch bis zu QS x 3 Spinnen herbei, die für sie kämpfen. Die Spinnen bilden maximal so viele Schwärme, wie es Gegner gibt. Die genaue Anzahl der Schwärme kann die Hexe bestimmen Die Hexe muss einen Punkt am Boden innerhalb der Reichweite bestimmen, an dem die Tiere dann in einem Radius von QS/2 Schritt erscheinen. Die Hexe kann gezielt Gegner benennen, welche die Spinnenschwärme dann angreifen. Stirbt ein Gegner, verschwindet der gerufene Spinnenschwarm wieder im Nichts. Nach ihrem Erscheinen können die Spinnenschwärme sich beliebig weit vom Ort ihrer Herbeirufung wegbewegen. Die Spinnen sind magische Wesen, die aus Magie erschaffen wurden. Endet die Wirkungsdauer, verschwinden die Spinnenschwärme wieder im Nichts.	4 Aktionen	16 AsP	8 Schritt	bis zum Tod der Tiere, maximal jedoch 20 KR	Zone	MU	CH	CH
SPELL_290	Standfest	Dem Ziel des Zaubers unterlaufen bei Attacken und Verteidigungen keine Patzer mehr. Eine gewürfelte 20 gilt dennoch als automatisches Misslingen. Außerdem erhält das Ziel eine Erleichterung von 2 bei Proben auf *Körperbeherrschung (Kampfmanöver)*.	1 Aktion	4 AsP	selbst	QS x 2 Kampfrunden	Kulturschaffende	MU	IN	GE
